9798188452469,175.00
9780007282647,150.00
9780007353286,350.00
9780007255689,150.00
9780006387848,499.00
9788172237479,250.00
9780007286416,299.00
9781841157917,449.25
9780751505092,295.00
9781599950815,299.00
9788190617338,295.00
9780600619352,250.00
9789350080313,45.00
9780330344838,262.5
9780330450928,262.5
9788187108412,165.00
9788179915042,75.00
9780743233163,389.55
9789380032054,275.00
9788183280235,395.00
9780415245692,220
9780875846514,1250
9781422102060,595
9789812454775,1465.1
9781420045420,6750
9788131719725,275
9780137127399,891.31
9780415772624,495
9780470518632,3920
9781422146644,995
9781422125076,195
9783836510127,674.25
9781856696364,1496.25
9780415491501,2624.25
9782888930204,1715
9780415772884,5625
9781422103159,995
9780470587171,977.55
9780330455800,495
9780330482165,262.5
9780330509695,299.25
9780345336897,281.75
9780345396358,585.55
9780345441782,281.75
9780345476166,281.75
9780345499929,294
9780375710476,855.54
9780375823022,98
9780380762569,269.5
9780385403689,899
9780385610124,775
9780394896113,122.5
9780440220602,281.75
9780440241706,281.75
9780440984696,281.75
9780449209165,281.75
9780465071937,624.75
9780500513408,2625
9780552556118,275
9780553212808,154.35
9780553231328,161.7
9780553270907,294
9780553281118,171.5
9780553380804,820.75
9780553571844,281.75
9780553582895,281.75
9780553589115,281.75
9780609611012,980
9780671691332,122.5
9780679732419,347.9
9780679803706,115
9780684857985,705.6
9780714127446,824.25
9780743250672,612.5
9780743417686,281.75
9780743484381,281.75
9780752858920,295
9780753818374,295
9780767914482,600.25
9780786883561,489.51
9780802151025,551.25
9780812969030,245
9780855329006,393.75
9781400032204,347.9
9781400096275,318.5
9781405091886,618.75
9781416522256,465.5
9781416596653,1274
9781426203220,2143.75
9781580932349,3675
9781594771811,732.55
9781740599801,440.51
9781741048568,1469.51
9781841350554,100
9781843325840,430
9781846108112,468.75
9781847390851,526.75
9781856266901,562.5
9781904705307,1496.25
9783822831298,9000
9788189632281,495
9780091910471,195
9780099238126,299
9780099453642,325
9780099502159,325
9780099515463,325
9780099531852,475
9780099546276,325
9780224089982,899
9780440867333,215
9780552156608,325
9780552557078,275
9780552997348,425
9780593060490,550
9780903505178,699
9781846041549,750
9781848090774,399
9781905211081,450
9780330451093,262.5
9780330518017,262.5
9780385342445,1029
9780449213537,281.75
9780552143585,299
9780553211955,154.35
9780553241600,294
9780553588453,281.75
9780671037802,281.75
9780689865701,122.5
9780743430456,281.75
9780752859378,295
9780785221852,661.5
9780887306310,175
9781401398033,269.5
9781416588641,551.25
9781586485634,845.25
9781741042313,440.51
9781741792232,587.51
9781846040924,399
9781847390295,281.75
9781857988376,295
9789839778052,550
9780330478267,262.5
9780345387028,281.75
9780375725791,490
9780385513593,980
9780440400097,150
9780500276280,1496.25
9780552998055,475
9780553214024,154.35
9780553580228,281.75
9780671695071,367.5
9780679886631,98
9780743234962,367.5
9780752866338,375
9780786939503,294
9781400034727,250
9781416505068,281.75
9781560252498,808.5
9781740598392,587.51
9781741049459,587.51
9781843325949,625
9781847391292,490
9781920888886,695
9781405228640,125.00
9780446614078,299
9780340894668,95
9781847442413,595
9781842550687,199
9780752858661,295
9780340920893,295
9780340765951,295
9780446696371,695
9780755300297,295
9780749936587,295
9781858818474,395
9780749908959,350
9780752877181,295
9780752877136,295
9781842551233,350
9780755341801,295
9780575091221,750
9781841497013,395
9780340953211,295
9780340833728,350
9781841496870,350
9781842556702,225
9780446542005,275
9780755349012,295
9780751539141,350
9780747258339,395
9780575076242,325
9780749909185,350
9780749936303,350
9780340671771,350
9780446581806,525
9780340831397,295
9780753819722,325
9780446699976,595
9780753824733,325
9780575076716,325
9780719596308,450
9780446178235,275
9780749936433,350
9780340681237,125
9780752816517,325
9780753819807,350
9780755340606,350
9780755341740,595
9781851529476,85
9780349119755,325
9780755318155,395
9780446581882,595
9780340766767,350
9780749927066,650
9781599830438,295
9780600619352,250
9781841498348,350
9781844081769,395
9780753707364,425
9789350090107,195
9780755343508,325
9780340954225,495
9780575079212,395
9780719565564,495
9780749952617,595
9781933405162,1095
9780749940027,350
9780446552424,275
9780340922859,395
9780340938195,350
9781842551981,250
9780340979280,450
9780340491812,350
9781846167003,250
9781584764328,695
9781408300725,250
9780755316052,495
9780340773536,130
9780755326921,325
9781409117636,350
9780755333745,325
9780753820827,450
9781843622857,250
9781841493343,325
9780806528205,695
9781857237306,395
9781841494647,395
9780751537970,395
9780304366132,550
9780786021963,250
9781844566822,550
9780340791851,130
9780304366750,795
9780600618539,375
9780316168717,595
9780755338177,325
9780550103123,165
9780786020256,250
9780749653323,175
9780749638320,175
9780340917756,85
9781843627333,199
9781846166099,199
9780755323760,295
9781409113201,650
9781844084401,450
9781408307014,250
9780753821824,550
9780786020874,295
9780340873526,295
9781856752657,425
9781843916031,450
9780752878201,350
9780340912508,1375
9780755324194,325
9780340951293,350
9780749951566,650
9781585713295,295
9780316111812,350
9780340546512,350
9780755355396,350
9781844081868,395
9780755342730,695
9780304366583,550
9780340839539,395
9780747267782,325
9780749651299,175
9780340946510,425
9782850188251,1195
9781844082483,395
9781844081264,395
9780340964255,695
9780747239604,325
9780340838662,350
9780755300433,295
9780340898444,450
9781844082476,395
9780340870839,475
9780340976463,650
9781559704984,550
9781420102420,250
9780575080270,695
9780755321476,295
9781603206211,525
9780340689707,350
9780753709306,250
9780007309597,175.00
9780007832644,55.00
9780007270491,195.00
9780007280254,125.00
9780007120994,150.00
9780007253425,786.21
9780007241682,295.00
9780007322466,295.00
9780007277711,125.00
9780007229475,392.71
9788172236748,295.00
9780007202690,432.85
9780007144464,99.00
9788172237141,295.00
9780007268399,395.00
9780007272273,195.00
9780007175185,80.00
9780007243006,295.00
9780007224531,325.00
9780007142415,471.41
9781591399568,995
9781591397779,1200
9780875843667,1680
9781578519934,1200
9780099527428,325.00
9780099525998,450.00
9780061449475,293.51
9780345343352,281.75
9780345327222,281.75
9780345336569,281.75
9780553212990,154.35
9780553212297,154.35
9780553820249,325.00
9780553268140,269.5
9780553345834,612.5
9780385264587,490
9781847921253,599.00
9780007350940,125.00
9780552160803,450.00
9780345503909,281.75
9780385483827,612.5
9780446612340,325.00
9780446556842,350.00
9780600619925,595.00
9781841495798,350.00
9780340995808,350.00
9789380143057,150.00
9781847440617,595.00
9780752884615,350.00
9780060734077,404.25
9780060898823,428.75
9780007302062,295.00
9788172238605,250.00
9788172238094,499.00
9780007877263,199.00
9780007270514,195.00
9780007286843,75.00
9780060759841,257.25
9780887309311,661.5
9781422181140,995.00
9781591392729,595.00
9781422128701,595.00
9781422126424,195.00
9788189988210,295.00
9780755314805,243.75
9780340910917,165.00
9788179928141,195.00
9781740597081,1175.51
9781741047233,587.51
9781741040050,1224.51
9780230635715,395.00
9780330437387,224.25
